year,sex,graduated,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2016,Female,566.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,522.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,383.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,408.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,383.0,p: provisional,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,367.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,406.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,416.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,541.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,486.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,637.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,537.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,461.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,362.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,380.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,386.0,p: provisional,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,377.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,377.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,440.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,1292.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Female,1305.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Female,1359.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Female,1240.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Female,1134.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Female,899.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Female,1116.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Female,1080.0,p: provisional,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Female,1158.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Female,1282.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Female,1372.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Male,1210.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2014,Male,1266.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2015,Male,1210.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2016,Male,1106.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2017,Male,1039.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2018,Male,983.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2019,Male,1115.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2020,Male,1091.0,p: provisional,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2021,Male,1216.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2022,Male,1184.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2023,Male,1433.0,,ED8,Doctoral or equivalent level,F05,"Natural sciences, mathematics and statistics",STEM
2013,Female,43.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Female,32.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Female,136.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Female,120.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Female,38.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Female,54.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Female,30.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Female,28.0,p: provisional,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Female,41.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Female,55.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Female,62.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2013,Male,92.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2014,Male,102.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2015,Male,528.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2016,Male,357.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2017,Male,187.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2018,Male,134.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2019,Male,117.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2020,Male,114.0,p: provisional,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2021,Male,114.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2022,Male,139.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2023,Male,186.0,,ED8,Doctoral or equivalent level,F06,Information and communication technologies,STEM
2013,Female,701.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Female,721.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Female,611.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Female,668.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Female,729.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Female,630.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Female,613.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Female,628.0,p: provisional,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Female,672.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Female,700.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Female,742.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Male,1333.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2014,Male,1332.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2015,Male,987.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2016,Male,1128.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2017,Male,1292.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2018,Male,1156.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2019,Male,1130.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2020,Male,1154.0,p: provisional,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2021,Male,1220.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2022,Male,1412.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2023,Male,1518.0,,ED8,Doctoral or equivalent level,F07,"Engineering, manufacturing and construction",STEM
2013,Female,335.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Female,333.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Female,331.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Female,293.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Female,290.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Female,215.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Female,236.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Female,216.0,p: provisional,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Female,227.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Female,245.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Female,237.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Male,315.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2014,Male,286.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2015,Male,291.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2016,Male,206.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2017,Male,223.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2018,Male,167.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2019,Male,136.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2020,Male,157.0,p: provisional,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2021,Male,162.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2022,Male,186.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2023,Male,243.0,,ED8,Doctoral or equivalent level,F08,"Agriculture, forestry, fisheries and veterinary",Life & Health Sciences
2013,Female,1063.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Female,1127.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Female,1078.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Female,965.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Female,932.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Female,842.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Female,694.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Female,574.0,p: provisional,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Female,663.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Female,678.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Female,744.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Male,594.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2014,Male,590.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2015,Male,599.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2016,Male,535.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2017,Male,513.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2018,Male,436.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2019,Male,365.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2020,Male,331.0,p: provisional,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2021,Male,397.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2022,Male,398.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2023,Male,469.0,,ED8,Doctoral or equivalent level,F09,Health and welfare,Life & Health Sciences
2013,Female,9.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2014,Female,6.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2015,Female,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2016,Female,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2017,Female,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2018,Female,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2019,Female,3.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2020,Female,11.0,p: provisional,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2021,Female,5.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2022,Female,10.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2023,Female,12.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2013,Male,11.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2014,Male,7.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2015,Male,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2016,Male,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2017,Male,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2018,Male,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2019,Male,6.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2020,Male,10.0,p: provisional,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2021,Male,11.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2022,Male,9.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2023,Male,23.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2013,Female,251.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2014,Female,61.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2015,Female,72.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2016,Female,127.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2017,Female,182.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2018,Female,119.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2019,Female,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2020,Female,0.0,p: provisional,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2021,Female,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2022,Female,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2023,Female,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2013,Male,140.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2014,Male,101.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2015,Male,70.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2016,Male,120.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2017,Male,143.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2018,Male,110.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2019,Male,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2020,Male,0.0,p: provisional,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2021,Male,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2022,Male,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2023,Male,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
