year,sex,status,value,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2013,Female,Enrolled,105713.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Enrolled,102807.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Enrolled,113248.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Enrolled,106061.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Enrolled,106408.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Enrolled,106261.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Enrolled,110859.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Enrolled,115852.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Enrolled,125004.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Enrolled,131139.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Enrolled,142569.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Enrolled,70833.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Enrolled,70069.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Enrolled,77374.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Enrolled,54494.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Enrolled,55744.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Enrolled,77563.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Enrolled,79500.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Enrolled,80134.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Enrolled,83635.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Enrolled,83228.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Enrolled,86044.0,,ED6,Bachelor's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Enrolled,38385.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Enrolled,37285.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Enrolled,39300.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Enrolled,40121.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Enrolled,39527.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Enrolled,41346.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Enrolled,45160.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Enrolled,48640.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Enrolled,53859.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Enrolled,56048.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Enrolled,56443.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Enrolled,18197.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Enrolled,17466.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Enrolled,19015.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Enrolled,15048.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Enrolled,15039.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Enrolled,22540.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Enrolled,25276.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Enrolled,26953.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Enrolled,28875.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Enrolled,28823.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Enrolled,28044.0,,ED7,Master's or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Enrolled,1399.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Female,Enrolled,1247.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Female,Enrolled,1210.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Female,Enrolled,1183.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Female,Enrolled,1056.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Female,Enrolled,1010.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Female,Enrolled,1085.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Female,Enrolled,1276.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Female,Enrolled,1380.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Female,Enrolled,1610.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Female,Enrolled,1693.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Male,Enrolled,1082.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2014,Male,Enrolled,952.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2015,Male,Enrolled,946.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2016,Male,Enrolled,986.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2017,Male,Enrolled,877.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2018,Male,Enrolled,906.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2019,Male,Enrolled,978.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2020,Male,Enrolled,1097.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2021,Male,Enrolled,1216.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2022,Male,Enrolled,1366.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2023,Male,Enrolled,1353.0,,ED8,Doctoral or equivalent level,F03,"Social sciences, journalism and information",Soft Sciences
2013,Female,Enrolled,22.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Female,Enrolled,543.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Female,Enrolled,518.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Female,Enrolled,495.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Female,Enrolled,726.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Female,Enrolled,854.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Female,Enrolled,900.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Female,Enrolled,1716.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Female,Enrolled,1714.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Male,Enrolled,225.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2016,Male,Enrolled,1552.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2017,Male,Enrolled,863.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2018,Male,Enrolled,1019.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2019,Male,Enrolled,1549.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2020,Male,Enrolled,1773.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2021,Male,Enrolled,3005.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2022,Male,Enrolled,1787.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2023,Male,Enrolled,1993.0,,ED5,Short-cycle tertiary education,F04,"Business, administration and law",Soft Sciences
2013,Female,Enrolled,85531.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,Enrolled,81108.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,Enrolled,68860.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,Enrolled,84388.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,Enrolled,84451.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,Enrolled,69534.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,Enrolled,77482.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,Enrolled,82979.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,Enrolled,87277.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,Enrolled,91707.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,Enrolled,97587.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,Enrolled,88455.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,Enrolled,84992.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,Enrolled,75931.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,Enrolled,98484.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,Enrolled,100527.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,Enrolled,82291.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,Enrolled,89708.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,Enrolled,95014.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,Enrolled,100162.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,Enrolled,105147.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,Enrolled,109940.0,,ED6,Bachelor's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,Enrolled,136197.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,Enrolled,131910.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,Enrolled,116228.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,Enrolled,119748.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,Enrolled,114092.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,Enrolled,106000.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,Enrolled,104268.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,Enrolled,101997.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,Enrolled,102623.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,Enrolled,100720.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,Enrolled,101421.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,Enrolled,88545.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,Enrolled,87269.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,Enrolled,77181.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,Enrolled,82185.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,Enrolled,80934.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,Enrolled,74050.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Male,Enrolled,73670.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Male,Enrolled,71749.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Male,Enrolled,72045.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Male,Enrolled,69228.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Male,Enrolled,68467.0,,ED7,Master's or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Female,Enrolled,1906.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Female,Enrolled,1842.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Female,Enrolled,1846.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Female,Enrolled,1627.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Female,Enrolled,1431.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Female,Enrolled,1490.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2019,Female,Enrolled,1466.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2020,Female,Enrolled,1548.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2021,Female,Enrolled,1621.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2022,Female,Enrolled,1742.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2023,Female,Enrolled,1985.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2013,Male,Enrolled,1752.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2014,Male,Enrolled,1766.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2015,Male,Enrolled,1743.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2016,Male,Enrolled,1506.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2017,Male,Enrolled,1355.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
2018,Male,Enrolled,1438.0,,ED8,Doctoral or equivalent level,F04,"Business, administration and law",Soft Sciences
