year,sex,enrolled,obs_flag,isced11_code,isced11_desc,iscedf13_code,iscedf13_desc,macro_area
2020,Female,20036.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2021,Female,21281.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2022,Female,21161.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2023,Female,21186.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2013,Male,21993.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2014,Male,22636.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2015,Male,0.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2016,Male,779.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2017,Male,811.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2018,Male,27099.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,30076.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,33585.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2021,Male,36332.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2022,Male,37851.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2023,Male,39404.0,,ED6,Bachelor's or equivalent level,F10,Services,Cross-disciplinary
2013,Female,1967.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Female,1982.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Female,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Female,100.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Female,86.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Female,2061.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Female,2423.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Female,3016.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Female,3669.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Female,4403.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Female,4912.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2013,Male,2265.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2014,Male,2446.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2015,Male,0.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2016,Male,481.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2017,Male,456.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2018,Male,3046.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2019,Male,3673.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2020,Male,4640.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2021,Male,5743.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2022,Male,6992.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2023,Male,7339.0,,ED7,Master's or equivalent level,F10,Services,Cross-disciplinary
2013,Female,22.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2015,Female,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2016,Female,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2017,Female,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2018,Female,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2019,Female,14.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2020,Female,4.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2021,Female,26.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2022,Female,47.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2023,Female,24.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2013,Male,29.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2015,Male,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2016,Male,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2017,Male,0.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2018,Male,0.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2019,Male,14.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2020,Male,11.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2021,Male,43.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2022,Male,92.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2023,Male,16.0,,ED8,Doctoral or equivalent level,F10,Services,Cross-disciplinary
2013,Female,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2015,Female,1637.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2016,Female,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2017,Female,626.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2018,Female,759.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2019,Female,1034.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2020,Female,1299.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2021,Female,386.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2022,Female,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2023,Female,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2013,Male,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2015,Male,4911.0,d: definition differs (see metadata),ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2016,Male,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2017,Male,1140.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2018,Male,1375.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2019,Male,1706.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2020,Male,2088.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2021,Male,173.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2022,Male,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2023,Male,0.0,,ED5,Short-cycle tertiary education,UNK,Unknown,Unknown
2013,Female,383.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2014,Female,2240.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2015,Female,15577.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2016,Female,15982.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2017,Female,20103.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2018,Female,25207.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2019,Female,1211.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2020,Female,0.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2021,Female,458.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2022,Female,186.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2023,Female,6680.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2013,Male,389.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2014,Male,1381.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2015,Male,7984.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2016,Male,7596.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2017,Male,9085.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2018,Male,11459.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2019,Male,612.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2020,Male,0.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2021,Male,356.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2022,Male,107.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2023,Male,2943.0,,ED6,Bachelor's or equivalent level,UNK,Unknown,Unknown
2013,Female,1155.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2014,Female,2097.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2015,Female,24906.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2016,Female,8633.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2017,Female,8833.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2018,Female,9166.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2019,Female,622.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2020,Female,0.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2021,Female,537.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2022,Female,279.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2023,Female,3669.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2013,Male,832.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2014,Male,1608.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2015,Male,16411.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2016,Male,6647.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2017,Male,6782.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2018,Male,7293.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2019,Male,424.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2020,Male,0.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2021,Male,429.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2022,Male,267.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2023,Male,2598.0,,ED7,Master's or equivalent level,UNK,Unknown,Unknown
2013,Female,295.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2014,Female,429.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2015,Female,459.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2016,Female,1030.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2017,Female,426.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2018,Female,411.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2019,Female,384.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2020,Female,474.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2021,Female,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2022,Female,24.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2023,Female,236.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2013,Male,314.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2014,Male,348.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2015,Male,429.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2016,Male,896.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2017,Male,398.0,d: definition differs (see metadata),ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2018,Male,367.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2019,Male,368.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2020,Male,505.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2021,Male,0.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2022,Male,20.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
2023,Male,315.0,,ED8,Doctoral or equivalent level,UNK,Unknown,Unknown
